id,wav_path,transcription
1267,/data/project/uaspeech/audiofinal/M04_B1_UW24.wav,avenues
1268,/data/project/uaspeech/audiofinal/F03_B1_UW24.wav,avenues
1269,/data/project/uaspeech/audiofinal/M12_B1_UW24.wav,avenues
1270,/data/project/uaspeech/audiofinal/M01_B1_UW25.wav,babyhood
1271,/data/project/uaspeech/audiofinal/M04_B1_UW25.wav,babyhood
1272,/data/project/uaspeech/audiofinal/F03_B1_UW25.wav,babyhood
1273,/data/project/uaspeech/audiofinal/M12_B1_UW25.wav,babyhood
1274,/data/project/uaspeech/audiofinal/M01_B1_UW26.wav,behavior
1275,/data/project/uaspeech/audiofinal/M04_B1_UW26.wav,behavior
1276,/data/project/uaspeech/audiofinal/F03_B1_UW26.wav,behavior
1277,/data/project/uaspeech/audiofinal/M12_B1_UW26.wav,behavior
1278,/data/project/uaspeech/audiofinal/M04_B1_UW27.wav,bogies
1279,/data/project/uaspeech/audiofinal/F03_B1_UW27.wav,bogies
1280,/data/project/uaspeech/audiofinal/M12_B1_UW27.wav,bogies
1281,/data/project/uaspeech/audiofinal/M01_B1_UW28.wav,boquets
1282,/data/project/uaspeech/audiofinal/M04_B1_UW28.wav,boquets
1283,/data/project/uaspeech/audiofinal/F03_B1_UW28.wav,boquets
1284,/data/project/uaspeech/audiofinal/M12_B1_UW28.wav,boquets
1285,/data/project/uaspeech/audiofinal/M01_B1_UW29.wav,casualties
1286,/data/project/uaspeech/audiofinal/M04_B1_UW29.wav,casualties
1287,/data/project/uaspeech/audiofinal/F03_B1_UW29.wav,casualties
1288,/data/project/uaspeech/audiofinal/M12_B1_UW29.wav,casualties
1289,/data/project/uaspeech/audiofinal/M01_B1_UW30.wav,cheshire
1290,/data/project/uaspeech/audiofinal/M04_B1_UW30.wav,cheshire
1291,/data/project/uaspeech/audiofinal/F03_B1_UW30.wav,cheshire
1292,/data/project/uaspeech/audiofinal/M12_B1_UW30.wav,cheshire
1293,/data/project/uaspeech/audiofinal/M04_B1_UW31.wav,choking
1294,/data/project/uaspeech/audiofinal/F03_B1_UW31.wav,choking
1295,/data/project/uaspeech/audiofinal/M12_B1_UW31.wav,choking
1296,/data/project/uaspeech/audiofinal/M01_B1_UW32.wav,circular
1297,/data/project/uaspeech/audiofinal/M04_B1_UW32.wav,circular
1298,/data/project/uaspeech/audiofinal/F03_B1_UW32.wav,circular
1299,/data/project/uaspeech/audiofinal/M12_B1_UW32.wav,circular
1300,/data/project/uaspeech/audiofinal/M01_B1_UW33.wav,composure
1301,/data/project/uaspeech/audiofinal/M04_B1_UW33.wav,composure
1302,/data/project/uaspeech/audiofinal/F03_B1_UW33.wav,composure
1303,/data/project/uaspeech/audiofinal/M12_B1_UW33.wav,composure
1304,/data/project/uaspeech/audiofinal/M04_B1_UW34.wav,epithet
1305,/data/project/uaspeech/audiofinal/F03_B1_UW34.wav,epithet
1306,/data/project/uaspeech/audiofinal/M12_B1_UW34.wav,epithet
1307,/data/project/uaspeech/audiofinal/M04_B1_UW35.wav,equilibrium
1308,/data/project/uaspeech/audiofinal/F03_B1_UW35.wav,equilibrium
1309,/data/project/uaspeech/audiofinal/M12_B1_UW35.wav,equilibrium
1310,/data/project/uaspeech/audiofinal/M01_B1_UW36.wav,exactitude
1311,/data/project/uaspeech/audiofinal/F03_B1_UW36.wav,exactitude
1312,/data/project/uaspeech/audiofinal/M12_B1_UW36.wav,exactitude
1313,/data/project/uaspeech/audiofinal/M01_B1_UW37.wav,eyebrows
1314,/data/project/uaspeech/audiofinal/M04_B1_UW37.wav,eyebrows
1315,/data/project/uaspeech/audiofinal/F03_B1_UW37.wav,eyebrows
1316,/data/project/uaspeech/audiofinal/M12_B1_UW37.wav,eyebrows
1317,/data/project/uaspeech/audiofinal/M04_B1_UW38.wav,footmarks
1318,/data/project/uaspeech/audiofinal/F03_B1_UW38.wav,footmarks
1319,/data/project/uaspeech/audiofinal/M12_B1_UW38.wav,footmarks
1320,/data/project/uaspeech/audiofinal/M01_B1_UW39.wav,fowler
1321,/data/project/uaspeech/audiofinal/M04_B1_UW39.wav,fowler
1322,/data/project/uaspeech/audiofinal/F03_B1_UW39.wav,fowler
1323,/data/project/uaspeech/audiofinal/M12_B1_UW39.wav,fowler
1324,/data/project/uaspeech/audiofinal/M01_B1_UW40.wav,ha-ha
1325,/data/project/uaspeech/audiofinal/M04_B1_UW40.wav,ha-ha
1326,/data/project/uaspeech/audiofinal/F03_B1_UW40.wav,ha-ha
1327,/data/project/uaspeech/audiofinal/M12_B1_UW40.wav,ha-ha
1328,/data/project/uaspeech/audiofinal/M04_B1_UW41.wav,inalienable
1329,/data/project/uaspeech/audiofinal/M12_B1_UW41.wav,inalienable
1330,/data/project/uaspeech/audiofinal/M01_B1_UW42.wav,inquirers
1331,/data/project/uaspeech/audiofinal/M04_B1_UW42.wav,inquirers
1332,/data/project/uaspeech/audiofinal/F03_B1_UW42.wav,inquirers
1333,/data/project/uaspeech/audiofinal/M12_B1_UW42.wav,inquirers
1334,/data/project/uaspeech/audiofinal/M01_B1_UW43.wav,jackdaws
1335,/data/project/uaspeech/audiofinal/M04_B1_UW43.wav,jackdaws
1336,/data/project/uaspeech/audiofinal/F03_B1_UW43.wav,jackdaws
1337,/data/project/uaspeech/audiofinal/M12_B1_UW43.wav,jackdaws
1338,/data/project/uaspeech/audiofinal/M04_B1_UW44.wav,journalism
1339,/data/project/uaspeech/audiofinal/F03_B1_UW44.wav,journalism
1340,/data/project/uaspeech/audiofinal/M12_B1_UW44.wav,journalism
1341,/data/project/uaspeech/audiofinal/M01_B1_UW45.wav,legislature
1342,/data/project/uaspeech/audiofinal/M04_B1_UW45.wav,legislature
1343,/data/project/uaspeech/audiofinal/F03_B1_UW45.wav,legislature
1344,/data/project/uaspeech/audiofinal/M12_B1_UW45.wav,legislature
1345,/data/project/uaspeech/audiofinal/M04_B1_UW46.wav,moustache
1346,/data/project/uaspeech/audiofinal/F03_B1_UW46.wav,moustache
1347,/data/project/uaspeech/audiofinal/M12_B1_UW46.wav,moustache
1348,/data/project/uaspeech/audiofinal/M01_B1_UW47.wav,overshadowed
1349,/data/project/uaspeech/audiofinal/M04_B1_UW47.wav,overshadowed
1350,/data/project/uaspeech/audiofinal/F03_B1_UW47.wav,overshadowed
1351,/data/project/uaspeech/audiofinal/M12_B1_UW47.wav,overshadowed
1352,/data/project/uaspeech/audiofinal/M01_B1_UW48.wav,perpetual
1353,/data/project/uaspeech/audiofinal/M04_B1_UW48.wav,perpetual
1354,/data/project/uaspeech/audiofinal/F03_B1_UW48.wav,perpetual
1355,/data/project/uaspeech/audiofinal/M12_B1_UW48.wav,perpetual
1356,/data/project/uaspeech/audiofinal/M04_B1_UW49.wav,powwow
1357,/data/project/uaspeech/audiofinal/F03_B1_UW49.wav,powwow
1358,/data/project/uaspeech/audiofinal/M12_B1_UW49.wav,powwow
1359,/data/project/uaspeech/audiofinal/M01_B1_UW50.wav,promulgate
1360,/data/project/uaspeech/audiofinal/M04_B1_UW50.wav,promulgate
1361,/data/project/uaspeech/audiofinal/F03_B1_UW50.wav,promulgate
1362,/data/project/uaspeech/audiofinal/M12_B1_UW50.wav,promulgate
1363,/data/project/uaspeech/audiofinal/M01_B1_UW51.wav,python
1364,/data/project/uaspeech/audiofinal/M04_B1_UW51.wav,python
1365,/data/project/uaspeech/audiofinal/F03_B1_UW51.wav,python
1366,/data/project/uaspeech/audiofinal/M12_B1_UW51.wav,python
1367,/data/project/uaspeech/audiofinal/M01_B1_UW52.wav,adulation
1368,/data/project/uaspeech/audiofinal/M04_B1_UW52.wav,adulation
1369,/data/project/uaspeech/audiofinal/F03_B1_UW52.wav,adulation
1370,/data/project/uaspeech/audiofinal/M12_B1_UW52.wav,adulation
1371,/data/project/uaspeech/audiofinal/M04_B1_UW53.wav,advice
1372,/data/project/uaspeech/audiofinal/F03_B1_UW53.wav,advice
1373,/data/project/uaspeech/audiofinal/M12_B1_UW53.wav,advice
1374,/data/project/uaspeech/audiofinal/M04_B1_UW54.wav,amethysts
1375,/data/project/uaspeech/audiofinal/F03_B1_UW54.wav,amethysts
1376,/data/project/uaspeech/audiofinal/M12_B1_UW54.wav,amethysts
1377,/data/project/uaspeech/audiofinal/M01_B1_UW55.wav,annoyed
1378,/data/project/uaspeech/audiofinal/M04_B1_UW55.wav,annoyed
1379,/data/project/uaspeech/audiofinal/F03_B1_UW55.wav,annoyed
1380,/data/project/uaspeech/audiofinal/M12_B1_UW55.wav,annoyed
1381,/data/project/uaspeech/audiofinal/M01_B1_UW56.wav,ashamed
1382,/data/project/uaspeech/audiofinal/M04_B1_UW56.wav,ashamed
1383,/data/project/uaspeech/audiofinal/F03_B1_UW56.wav,ashamed
1384,/data/project/uaspeech/audiofinal/M12_B1_UW56.wav,ashamed
1385,/data/project/uaspeech/audiofinal/M01_B1_UW57.wav,Asia
1386,/data/project/uaspeech/audiofinal/M04_B1_UW57.wav,Asia
1387,/data/project/uaspeech/audiofinal/F03_B1_UW57.wav,Asia
1388,/data/project/uaspeech/audiofinal/M12_B1_UW57.wav,Asia
1389,/data/project/uaspeech/audiofinal/M01_B1_UW58.wav,azure
1390,/data/project/uaspeech/audiofinal/M04_B1_UW58.wav,azure
1391,/data/project/uaspeech/audiofinal/F03_B1_UW58.wav,azure
1392,/data/project/uaspeech/audiofinal/M12_B1_UW58.wav,azure
1393,/data/project/uaspeech/audiofinal/M04_B1_UW59.wav,beguile
1394,/data/project/uaspeech/audiofinal/F03_B1_UW59.wav,beguile
1395,/data/project/uaspeech/audiofinal/M12_B1_UW59.wav,beguile
1396,/data/project/uaspeech/audiofinal/M01_B1_UW60.wav,Birmingham
1397,/data/project/uaspeech/audiofinal/M04_B1_UW60.wav,Birmingham
1398,/data/project/uaspeech/audiofinal/F03_B1_UW60.wav,Birmingham
1399,/data/project/uaspeech/audiofinal/M12_B1_UW60.wav,Birmingham
1400,/data/project/uaspeech/audiofinal/M01_B1_UW61.wav,burrows
1401,/data/project/uaspeech/audiofinal/M04_B1_UW61.wav,burrows
1402,/data/project/uaspeech/audiofinal/F03_B1_UW61.wav,burrows
1403,/data/project/uaspeech/audiofinal/M12_B1_UW61.wav,burrows
1404,/data/project/uaspeech/audiofinal/M01_B1_UW62.wav,chatterbox
1405,/data/project/uaspeech/audiofinal/M04_B1_UW62.wav,chatterbox
1406,/data/project/uaspeech/audiofinal/M12_B1_UW62.wav,chatterbox
1407,/data/project/uaspeech/audiofinal/M01_B1_UW63.wav,chauffeur
1408,/data/project/uaspeech/audiofinal/M04_B1_UW63.wav,chauffeur
1409,/data/project/uaspeech/audiofinal/F03_B1_UW63.wav,chauffeur
1410,/data/project/uaspeech/audiofinal/M12_B1_UW63.wav,chauffeur
1411,/data/project/uaspeech/audiofinal/M01_B1_UW64.wav,choice
1412,/data/project/uaspeech/audiofinal/M04_B1_UW64.wav,choice
1413,/data/project/uaspeech/audiofinal/F03_B1_UW64.wav,choice
1414,/data/project/uaspeech/audiofinal/M12_B1_UW64.wav,choice
1415,/data/project/uaspeech/audiofinal/M01_B1_UW65.wav,chowder
1416,/data/project/uaspeech/audiofinal/M04_B1_UW65.wav,chowder
1417,/data/project/uaspeech/audiofinal/F03_B1_UW65.wav,chowder
1418,/data/project/uaspeech/audiofinal/M12_B1_UW65.wav,chowder
1419,/data/project/uaspeech/audiofinal/M01_B1_UW66.wav,cobblestones
1420,/data/project/uaspeech/audiofinal/M04_B1_UW66.wav,cobblestones
1421,/data/project/uaspeech/audiofinal/F03_B1_UW66.wav,cobblestones
1422,/data/project/uaspeech/audiofinal/M12_B1_UW66.wav,cobblestones
1423,/data/project/uaspeech/audiofinal/M01_B1_UW67.wav,Copenhagen
1424,/data/project/uaspeech/audiofinal/M04_B1_UW67.wav,Copenhagen
1425,/data/project/uaspeech/audiofinal/F03_B1_UW67.wav,Copenhagen
1426,/data/project/uaspeech/audiofinal/M12_B1_UW67.wav,Copenhagen
1427,/data/project/uaspeech/audiofinal/M01_B1_UW68.wav,dissatisfaction
1428,/data/project/uaspeech/audiofinal/M04_B1_UW68.wav,dissatisfaction
1429,/data/project/uaspeech/audiofinal/F03_B1_UW68.wav,dissatisfaction
1430,/data/project/uaspeech/audiofinal/M12_B1_UW68.wav,dissatisfaction
1431,/data/project/uaspeech/audiofinal/M01_B1_UW69.wav,employment
1432,/data/project/uaspeech/audiofinal/M04_B1_UW69.wav,employment
1433,/data/project/uaspeech/audiofinal/F03_B1_UW69.wav,employment
1434,/data/project/uaspeech/audiofinal/M12_B1_UW69.wav,employment
1435,/data/project/uaspeech/audiofinal/M01_B1_UW70.wav,futurity
1436,/data/project/uaspeech/audiofinal/M04_B1_UW70.wav,futurity
1437,/data/project/uaspeech/audiofinal/F03_B1_UW70.wav,futurity
1438,/data/project/uaspeech/audiofinal/M12_B1_UW70.wav,futurity
1439,/data/project/uaspeech/audiofinal/M01_B1_UW71.wav,gigantic
1440,/data/project/uaspeech/audiofinal/M04_B1_UW71.wav,gigantic
1441,/data/project/uaspeech/audiofinal/M12_B1_UW71.wav,gigantic
1442,/data/project/uaspeech/audiofinal/M01_B1_UW72.wav,gouged
1443,/data/project/uaspeech/audiofinal/M04_B1_UW72.wav,gouged
1444,/data/project/uaspeech/audiofinal/F03_B1_UW72.wav,gouged
1445,/data/project/uaspeech/audiofinal/M12_B1_UW72.wav,gouged
1446,/data/project/uaspeech/audiofinal/M01_B1_UW73.wav,goulash
1447,/data/project/uaspeech/audiofinal/M04_B1_UW73.wav,goulash
1448,/data/project/uaspeech/audiofinal/F03_B1_UW73.wav,goulash
1449,/data/project/uaspeech/audiofinal/M12_B1_UW73.wav,goulash
1450,/data/project/uaspeech/audiofinal/M01_B1_UW74.wav,hallelujah
1451,/data/project/uaspeech/audiofinal/F03_B1_UW74.wav,hallelujah
1452,/data/project/uaspeech/audiofinal/M12_B1_UW74.wav,hallelujah
1453,/data/project/uaspeech/audiofinal/M01_B1_UW75.wav,haranguing
1454,/data/project/uaspeech/audiofinal/M04_B1_UW75.wav,haranguing
1455,/data/project/uaspeech/audiofinal/F03_B1_UW75.wav,haranguing
1456,/data/project/uaspeech/audiofinal/M12_B1_UW75.wav,haranguing
1457,/data/project/uaspeech/audiofinal/M01_B1_UW76.wav,hulk
1458,/data/project/uaspeech/audiofinal/M04_B1_UW76.wav,hulk
1459,/data/project/uaspeech/audiofinal/F03_B1_UW76.wav,hulk
1460,/data/project/uaspeech/audiofinal/M12_B1_UW76.wav,hulk
1461,/data/project/uaspeech/audiofinal/M04_B1_UW77.wav,immovable
1462,/data/project/uaspeech/audiofinal/F03_B1_UW77.wav,immovable
1463,/data/project/uaspeech/audiofinal/M12_B1_UW77.wav,immovable
1464,/data/project/uaspeech/audiofinal/M01_B1_UW78.wav,interwoven
1465,/data/project/uaspeech/audiofinal/M04_B1_UW78.wav,interwoven
1466,/data/project/uaspeech/audiofinal/M12_B1_UW78.wav,interwoven
1467,/data/project/uaspeech/audiofinal/M01_B1_UW79.wav,Joseph
1468,/data/project/uaspeech/audiofinal/M04_B1_UW79.wav,Joseph
1469,/data/project/uaspeech/audiofinal/F03_B1_UW79.wav,Joseph
1470,/data/project/uaspeech/audiofinal/M12_B1_UW79.wav,Joseph
1471,/data/project/uaspeech/audiofinal/M01_B1_UW80.wav,massage
1472,/data/project/uaspeech/audiofinal/M04_B1_UW80.wav,massage
1473,/data/project/uaspeech/audiofinal/F03_B1_UW80.wav,massage
1474,/data/project/uaspeech/audiofinal/M12_B1_UW80.wav,massage
1475,/data/project/uaspeech/audiofinal/M01_B1_UW81.wav,moisten
1476,/data/project/uaspeech/audiofinal/M04_B1_UW81.wav,moisten
1477,/data/project/uaspeech/audiofinal/F03_B1_UW81.wav,moisten
1478,/data/project/uaspeech/audiofinal/M12_B1_UW81.wav,moisten
1479,/data/project/uaspeech/audiofinal/M01_B1_UW82.wav,house
1480,/data/project/uaspeech/audiofinal/M04_B1_UW82.wav,house
1481,/data/project/uaspeech/audiofinal/F03_B1_UW82.wav,house
1482,/data/project/uaspeech/audiofinal/M12_B1_UW82.wav,house
1483,/data/project/uaspeech/audiofinal/M01_B1_UW83.wav,tree
1484,/data/project/uaspeech/audiofinal/M04_B1_UW83.wav,tree
1485,/data/project/uaspeech/audiofinal/F03_B1_UW83.wav,tree
1486,/data/project/uaspeech/audiofinal/M12_B1_UW83.wav,tree
1487,/data/project/uaspeech/audiofinal/M01_B1_UW84.wav,window
1488,/data/project/uaspeech/audiofinal/M04_B1_UW84.wav,window
1489,/data/project/uaspeech/audiofinal/F03_B1_UW84.wav,window
1490,/data/project/uaspeech/audiofinal/M12_B1_UW84.wav,window
1491,/data/project/uaspeech/audiofinal/M01_B1_UW85.wav,telephone
1492,/data/project/uaspeech/audiofinal/M04_B1_UW85.wav,telephone
1493,/data/project/uaspeech/audiofinal/F03_B1_UW85.wav,telephone
1494,/data/project/uaspeech/audiofinal/M12_B1_UW85.wav,telephone
1495,/data/project/uaspeech/audiofinal/M01_B1_UW86.wav,cup
1496,/data/project/uaspeech/audiofinal/M04_B1_UW86.wav,cup
1497,/data/project/uaspeech/audiofinal/F03_B1_UW86.wav,cup
1498,/data/project/uaspeech/audiofinal/M12_B1_UW86.wav,cup
1499,/data/project/uaspeech/audiofinal/M01_B1_UW87.wav,knife
1500,/data/project/uaspeech/audiofinal/M04_B1_UW87.wav,knife
1501,/data/project/uaspeech/audiofinal/F03_B1_UW87.wav,knife
1502,/data/project/uaspeech/audiofinal/M12_B1_UW87.wav,knife
1503,/data/project/uaspeech/audiofinal/M04_B1_UW88.wav,spoon
1504,/data/project/uaspeech/audiofinal/F03_B1_UW88.wav,spoon
1505,/data/project/uaspeech/audiofinal/M12_B1_UW88.wav,spoon
1506,/data/project/uaspeech/audiofinal/M01_B1_UW89.wav,girl
1507,/data/project/uaspeech/audiofinal/M04_B1_UW89.wav,girl
1508,/data/project/uaspeech/audiofinal/F03_B1_UW89.wav,girl
1509,/data/project/uaspeech/audiofinal/M12_B1_UW89.wav,girl
1510,/data/project/uaspeech/audiofinal/M04_B1_UW90.wav,ball
1511,/data/project/uaspeech/audiofinal/F03_B1_UW90.wav,ball
1512,/data/project/uaspeech/audiofinal/M12_B1_UW90.wav,ball
1513,/data/project/uaspeech/audiofinal/M01_B1_UW91.wav,wagon
1514,/data/project/uaspeech/audiofinal/M04_B1_UW91.wav,wagon
1515,/data/project/uaspeech/audiofinal/F03_B1_UW91.wav,wagon
1516,/data/project/uaspeech/audiofinal/M12_B1_UW91.wav,wagon
1517,/data/project/uaspeech/audiofinal/M04_B1_UW92.wav,shovel
1518,/data/project/uaspeech/audiofinal/F03_B1_UW92.wav,shovel
1519,/data/project/uaspeech/audiofinal/M12_B1_UW92.wav,shovel
1520,/data/project/uaspeech/audiofinal/M01_B1_UW93.wav,monkey
1521,/data/project/uaspeech/audiofinal/M04_B1_UW93.wav,monkey
1522,/data/project/uaspeech/audiofinal/F03_B1_UW93.wav,monkey
1523,/data/project/uaspeech/audiofinal/M12_B1_UW93.wav,monkey
1524,/data/project/uaspeech/audiofinal/M01_B1_UW94.wav,banana
1525,/data/project/uaspeech/audiofinal/M04_B1_UW94.wav,banana
1526,/data/project/uaspeech/audiofinal/F03_B1_UW94.wav,banana
1527,/data/project/uaspeech/audiofinal/M12_B1_UW94.wav,banana
1528,/data/project/uaspeech/audiofinal/M04_B1_UW95.wav,zipper
1529,/data/project/uaspeech/audiofinal/F03_B1_UW95.wav,zipper
1530,/data/project/uaspeech/audiofinal/M12_B1_UW95.wav,zipper
1531,/data/project/uaspeech/audiofinal/M01_B1_UW96.wav,scissors
1532,/data/project/uaspeech/audiofinal/M04_B1_UW96.wav,scissors
1533,/data/project/uaspeech/audiofinal/F03_B1_UW96.wav,scissors
1534,/data/project/uaspeech/audiofinal/M12_B1_UW96.wav,scissors
1535,/data/project/uaspeech/audiofinal/M04_B1_UW97.wav,duck
1536,/data/project/uaspeech/audiofinal/F03_B1_UW97.wav,duck
1537,/data/project/uaspeech/audiofinal/M12_B1_UW97.wav,duck
1538,/data/project/uaspeech/audiofinal/M01_B1_UW98.wav,quack
1539,/data/project/uaspeech/audiofinal/M04_B1_UW98.wav,quack
1540,/data/project/uaspeech/audiofinal/F03_B1_UW98.wav,quack
1541,/data/project/uaspeech/audiofinal/M12_B1_UW98.wav,quack
1542,/data/project/uaspeech/audiofinal/M04_B1_UW99.wav,yellow
1543,/data/project/uaspeech/audiofinal/F03_B1_UW99.wav,yellow
1544,/data/project/uaspeech/audiofinal/M12_B1_UW99.wav,yellow
1545,/data/project/uaspeech/audiofinal/M01_B1_UW100.wav,vacuum
1546,/data/project/uaspeech/audiofinal/M04_B1_UW100.wav,vacuum
1547,/data/project/uaspeech/audiofinal/F03_B1_UW100.wav,vacuum
1548,/data/project/uaspeech/audiofinal/M12_B1_UW100.wav,vacuum
1549,/data/project/uaspeech/audiofinal/M01_B3_UW1.wav,enthuse
1550,/data/project/uaspeech/audiofinal/M04_B3_UW1.wav,enthuse
1551,/data/project/uaspeech/audiofinal/F03_B3_UW1.wav,enthuse
1552,/data/project/uaspeech/audiofinal/M12_B3_UW1.wav,enthuse
1553,/data/project/uaspeech/audiofinal/M01_B3_UW2.wav,exploit
1554,/data/project/uaspeech/audiofinal/M04_B3_UW2.wav,exploit
1555,/data/project/uaspeech/audiofinal/F03_B3_UW2.wav,exploit
1556,/data/project/uaspeech/audiofinal/M12_B3_UW2.wav,exploit
1557,/data/project/uaspeech/audiofinal/M01_B3_UW3.wav,Fayetteville
1558,/data/project/uaspeech/audiofinal/M04_B3_UW3.wav,Fayetteville
1559,/data/project/uaspeech/audiofinal/F03_B3_UW3.wav,Fayetteville
1560,/data/project/uaspeech/audiofinal/M12_B3_UW3.wav,Fayetteville
1561,/data/project/uaspeech/audiofinal/M01_B3_UW4.wav,foil
1562,/data/project/uaspeech/audiofinal/M04_B3_UW4.wav,foil
1563,/data/project/uaspeech/audiofinal/F03_B3_UW4.wav,foil
1564,/data/project/uaspeech/audiofinal/M12_B3_UW4.wav,foil
1565,/data/project/uaspeech/audiofinal/M01_B3_UW5.wav,good
1566,/data/project/uaspeech/audiofinal/M04_B3_UW5.wav,good
1567,/data/project/uaspeech/audiofinal/F03_B3_UW5.wav,good
1568,/data/project/uaspeech/audiofinal/M12_B3_UW5.wav,good
1569,/data/project/uaspeech/audiofinal/M01_B3_UW6.wav,greyhound
1570,/data/project/uaspeech/audiofinal/M04_B3_UW6.wav,greyhound
1571,/data/project/uaspeech/audiofinal/F03_B3_UW6.wav,greyhound
1572,/data/project/uaspeech/audiofinal/M12_B3_UW6.wav,greyhound
1573,/data/project/uaspeech/audiofinal/M01_B3_UW7.wav,hanger
1574,/data/project/uaspeech/audiofinal/M04_B3_UW7.wav,hanger
1575,/data/project/uaspeech/audiofinal/F03_B3_UW7.wav,hanger
1576,/data/project/uaspeech/audiofinal/M12_B3_UW7.wav,hanger
1577,/data/project/uaspeech/audiofinal/M01_B3_UW8.wav,Heyward
1578,/data/project/uaspeech/audiofinal/M04_B3_UW8.wav,Heyward
1579,/data/project/uaspeech/audiofinal/M12_B3_UW8.wav,Heyward
1580,/data/project/uaspeech/audiofinal/M01_B3_UW9.wav,hoist
1581,/data/project/uaspeech/audiofinal/M04_B3_UW9.wav,hoist
1582,/data/project/uaspeech/audiofinal/F03_B3_UW9.wav,hoist
1583,/data/project/uaspeech/audiofinal/M12_B3_UW9.wav,hoist
1584,/data/project/uaspeech/audiofinal/M01_B3_UW10.wav,Iroquois
1585,/data/project/uaspeech/audiofinal/M04_B3_UW10.wav,Iroquois
1586,/data/project/uaspeech/audiofinal/F03_B3_UW10.wav,Iroquois
1587,/data/project/uaspeech/audiofinal/M12_B3_UW10.wav,Iroquois
1588,/data/project/uaspeech/audiofinal/M04_B3_UW11.wav,jowls
1589,/data/project/uaspeech/audiofinal/F03_B3_UW11.wav,jowls
1590,/data/project/uaspeech/audiofinal/M12_B3_UW11.wav,jowls
1591,/data/project/uaspeech/audiofinal/M01_B3_UW12.wav,joyful
1592,/data/project/uaspeech/audiofinal/M04_B3_UW12.wav,joyful
1593,/data/project/uaspeech/audiofinal/F03_B3_UW12.wav,joyful
1594,/data/project/uaspeech/audiofinal/M12_B3_UW12.wav,joyful
1595,/data/project/uaspeech/audiofinal/M04_B3_UW13.wav,juries
1596,/data/project/uaspeech/audiofinal/F03_B3_UW13.wav,juries
1597,/data/project/uaspeech/audiofinal/M12_B3_UW13.wav,juries
1598,/data/project/uaspeech/audiofinal/M01_B3_UW14.wav,lawyer
1599,/data/project/uaspeech/audiofinal/M04_B3_UW14.wav,lawyer
1600,/data/project/uaspeech/audiofinal/F03_B3_UW14.wav,lawyer
1601,/data/project/uaspeech/audiofinal/M12_B3_UW14.wav,lawyer
1602,/data/project/uaspeech/audiofinal/M01_B3_UW15.wav,Missouri
1603,/data/project/uaspeech/audiofinal/M04_B3_UW15.wav,Missouri
1604,/data/project/uaspeech/audiofinal/F03_B3_UW15.wav,Missouri
1605,/data/project/uaspeech/audiofinal/M12_B3_UW15.wav,Missouri
1606,/data/project/uaspeech/audiofinal/M01_B3_UW16.wav,moonshine
1607,/data/project/uaspeech/audiofinal/M04_B3_UW16.wav,moonshine
1608,/data/project/uaspeech/audiofinal/F03_B3_UW16.wav,moonshine
1609,/data/project/uaspeech/audiofinal/M12_B3_UW16.wav,moonshine
1610,/data/project/uaspeech/audiofinal/M01_B3_UW17.wav,Nathaniel
1611,/data/project/uaspeech/audiofinal/M04_B3_UW17.wav,Nathaniel
1612,/data/project/uaspeech/audiofinal/F03_B3_UW17.wav,Nathaniel
1613,/data/project/uaspeech/audiofinal/M12_B3_UW17.wav,Nathaniel
1614,/data/project/uaspeech/audiofinal/M01_B3_UW18.wav,nodule
1615,/data/project/uaspeech/audiofinal/M04_B3_UW18.wav,nodule
1616,/data/project/uaspeech/audiofinal/F03_B3_UW18.wav,nodule
1617,/data/project/uaspeech/audiofinal/M12_B3_UW18.wav,nodule
1618,/data/project/uaspeech/audiofinal/M01_B3_UW19.wav,nowhere
1619,/data/project/uaspeech/audiofinal/M04_B3_UW19.wav,nowhere
1620,/data/project/uaspeech/audiofinal/F03_B3_UW19.wav,nowhere
1621,/data/project/uaspeech/audiofinal/M12_B3_UW19.wav,nowhere
1622,/data/project/uaspeech/audiofinal/M04_B3_UW20.wav,output
1623,/data/project/uaspeech/audiofinal/F03_B3_UW20.wav,output
1624,/data/project/uaspeech/audiofinal/M12_B3_UW20.wav,output
1625,/data/project/uaspeech/audiofinal/M01_B3_UW21.wav,ploughshare
1626,/data/project/uaspeech/audiofinal/M04_B3_UW21.wav,ploughshare
1627,/data/project/uaspeech/audiofinal/F03_B3_UW21.wav,ploughshare
1628,/data/project/uaspeech/audiofinal/M12_B3_UW21.wav,ploughshare
1629,/data/project/uaspeech/audiofinal/M01_B3_UW22.wav,protege
1630,/data/project/uaspeech/audiofinal/M04_B3_UW22.wav,protege
1631,/data/project/uaspeech/audiofinal/F03_B3_UW22.wav,protege
1632,/data/project/uaspeech/audiofinal/M12_B3_UW22.wav,protege
1633,/data/project/uaspeech/audiofinal/M01_B3_UW23.wav,refugee
1634,/data/project/uaspeech/audiofinal/M04_B3_UW23.wav,refugee
1635,/data/project/uaspeech/audiofinal/F03_B3_UW23.wav,refugee
1636,/data/project/uaspeech/audiofinal/M12_B3_UW23.wav,refugee
1637,/data/project/uaspeech/audiofinal/M01_B3_UW24.wav,regime
1638,/data/project/uaspeech/audiofinal/M04_B3_UW24.wav,regime
1639,/data/project/uaspeech/audiofinal/F03_B3_UW24.wav,regime
1640,/data/project/uaspeech/audiofinal/M12_B3_UW24.wav,regime
